date,close,gain,loss,avg_gain,avg_loss,rsi
430,5550.08,0,409.9,80.35,52.84,60.33
431,5704.87,154.79,0,85.67,49.07,63.58
432,5883.05,178.18,0,92.28,45.56,66.95
433,5775.52,0,107.54,85.69,49.99,63.16
434,5734.31,0,41.21,79.57,49.36,61.71
435,6123.55,389.24,0,101.69,45.84,68.93
436,6104.39,0,19.16,94.42,43.93,68.25
437,6368.65,264.26,0,106.55,40.79,72.32
438,6714.79,346.14,0,123.67,37.88,76.55
439,7059.79,345.0,0,139.48,35.17,79.86
440,7234.74,174.94,0,142.01,32.66,81.3
441,7390.54,155.8,0,143.0,30.33,82.5
442,7416.27,25.73,0,134.62,28.16,82.7
443,7103.05,0,313.22,125.0,48.52,72.04
444,7166.74,63.7,0,120.62,45.06,72.81
445,7461.82,295.08,0,133.09,41.84,76.08
446,7186.29,0,275.53,123.58,58.53,67.86
447,6656.84,0,529.45,114.75,92.17,55.46
448,6365.4,0,291.44,106.56,106.4,50.04
449,5866.51,0,498.88,98.94,134.44,42.4
450,6423.09,556.58,0,131.63,124.83,51.33
451,6652.22,229.13,0,138.6,115.92,54.46
452,7297.67,645.45,0,174.8,107.64,61.89
453,7814.94,517.28,0,199.26,99.95,66.6
454,7783.54,0,31.4,185.03,95.05,66.06
455,7827.63,44.09,0,174.96,88.26,66.47
456,8011.15,183.52,0,175.57,81.96,68.18
457,8220.51,209.36,0,177.99,76.1,70.05
458,8114.13,0,106.38,165.27,78.27,67.86
459,8257.12,142.99,0,163.68,72.68,69.25
460,8117.66,0,139.46,151.99,77.45,66.24
461,8278.13,160.46,0,152.6,71.91,67.97
462,8743.16,465.03,0,174.91,66.78,72.37
463,9342.99,599.83,0,205.26,62.01,76.8
464,9831.4,488.41,0,225.49,57.58,79.66
465,10257.07,425.66,0,239.79,53.47,81.77
466,9875.89,0,381.18,222.66,76.87,74.34
467,10406.19,530.3,0,244.63,71.38,77.41
468,10995.72,589.54,0,269.27,66.28,80.25
469,11162.55,166.82,0,261.95,61.55,80.97
470,11256.7,94.16,0,249.97,57.15,81.39
471,11634.98,378.28,0,259.13,53.07,83.0
472,12174.25,539.27,0,279.14,49.28,84.99
473,13876.47,1702.22,0,380.79,45.76,89.27
474,18491.18,4614.71,0,683.21,42.49,94.14
475,16908.0,0,1583.18,634.41,152.54,80.62
476,15266.43,0,1641.58,589.1,258.9,69.47
477,15808.51,542.08,0,585.74,240.41,70.9
478,17106.51,1298.0,0,636.61,223.24,74.04
479,17249.92,143.42,0,601.39,207.29,74.37
480,16525.04,0,724.88,558.43,244.26,69.57
481,16865.36,340.32,0,542.85,226.81,70.53
482,17978.63,1113.27,0,583.59,210.61,73.48
483,19665.39,1686.76,0,662.39,195.57,77.21
484,19423.58,0,241.81,615.08,198.87,75.57
485,19188.05,0,235.53,571.14,201.49,73.92
486,18174.19,0,1013.87,530.35,259.52,67.14
487,17059.89,0,1114.3,492.47,320.57,60.57
488,16355.24,0,704.65,457.29,348.01,56.79
489,14084.82,0,2270.41,424.63,485.32,46.66
490,15241.92,1157.09,0,476.95,450.66,51.42
491,14451.11,0,790.8,442.88,474.95,48.25
492,14302.75,0,148.36,411.24,451.62,47.66
493,16616.68,2313.93,0,547.15,419.37,56.61
494,16373.08,0,243.6,508.07,406.81,55.53
495,15067.9,0,1305.18,471.78,470.98,50.04
496,15096.56,28.66,0,440.13,437.34,50.16
497,13620.36,0,1476.2,408.69,511.54,44.41
498,14839.59,1219.23,0,466.58,475.0,49.55
499,14093.61,0,745.98,433.26,494.36,46.71
500,15321.93,1228.33,0,490.05,459.05,51.63
501,15583.89,261.95,0,473.75,426.26,52.64
502,15976.37,392.48,0,467.95,395.81,54.18
503,18336.92,2360.56,0,603.14,367.54,62.14
504,18343.66,6.74,0,560.54,341.29,62.16
505,17039.87,0,1303.79,520.5,410.04,55.94
506,15900.37,0,1139.51,483.32,462.14,51.12
507,15604.72,0,295.64,448.8,450.25,49.92
508,15509.27,0,95.45,416.74,424.91,49.51
509,14050.57,0,1458.7,386.97,498.75,43.69
510,14759.29,708.73,0,409.95,463.12,46.96
511,15193.31,434.02,0,411.67,430.04,48.91
512,14476.59,0,716.73,382.27,450.52,45.9
513,14412.0,0,64.59,354.96,422.95,45.63
514,11723.91,0,2688.08,329.61,584.75,36.05
515,11415.39,0,308.52,306.07,565.02,35.14
516,11569.42,154.03,0,295.21,524.66,36.01
517,11758.47,189.04,0,287.62,487.18,37.12
518,13260.27,1501.8,0,374.35,452.39,45.28
519,11703.5,0,1556.77,347.61,531.27,39.55
520,10991.6,0,711.91,322.78,544.17,37.23
521,10894.0,0,97.59,299.73,512.27,36.91
522,11277.12,383.12,0,305.68,475.68,39.12
523,11225.25,0,51.86,283.85,445.41,38.92
524,11044.91,0,180.35,263.57,426.48,38.2
525,11456.21,411.31,0,274.13,396.01,40.91
526,11665.7,209.48,0,269.51,367.73,42.29
527,11157.66,0,508.03,250.26,377.75,39.85
528,11095.21,0,62.45,232.38,355.23,39.55
529,9989.69,0,1105.52,215.78,408.82,34.55
530,10114.5,124.81,0,209.28,379.62,35.54
531,9070.56,0,1043.94,194.34,427.07,31.27
532,8830.16,0,240.39,180.45,413.74,30.37
533,8994.91,164.75,0,179.33,384.18,31.82
534,8315.52,0,679.4,166.52,405.27,29.12
535,6852.05,0,1463.46,154.63,480.86,24.33
536,7711.22,859.17,0,204.95,446.51,31.46
537,7611.61,0,99.61,190.31,421.73,31.09
538,8208.57,596.96,0,219.36,391.61,35.9
539,8650.72,442.14,0,235.27,363.64,39.28
540,8574.68,0,76.04,218.47,343.09,38.9
541,8168.64,0,406.04,202.86,347.59,36.85
542,8911.4,742.76,0,241.43,322.76,42.79
543,8518.27,0,393.13,224.18,327.79,40.61
544,9428.03,909.76,0,273.15,304.37,47.3
545,10112.58,684.55,0,302.54,282.63,51.7
546,10155.28,42.7,0,283.98,262.44,51.97
547,11006.65,851.37,0,324.51,243.7,57.11
548,10523.43,0,483.22,301.33,260.81,53.6
549,11103.09,579.66,0,321.21,242.18,57.01
550,11502.38,399.29,0,326.78,224.88,59.24
551,9973.59,0,1528.78,303.44,318.02,48.83
552,10032.86,59.27,0,286.0,295.3,49.2
553,10301.88,269.02,0,284.79,274.21,50.95
554,9742.63,0,559.26,264.45,294.57,47.31
555,9699.52,0,43.11,245.56,276.61,47.03
556,10355.58,656.06,0,274.88,256.85,51.7
557,10709.39,353.81,0,280.52,238.5,54.05
558,10346.66,0,362.72,260.48,247.38,51.29
